country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","18-04-2026 22:00:00",25.42742023,86.13886079,PM2.5,40,58,49
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","18-04-2026 22:00:00",25.42742023,86.13886079,NO2,11,17,13
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","18-04-2026 22:00:00",25.42742023,86.13886079,OZONE,21,45,40
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","18-04-2026 22:00:00",26.80365,84.51954,PM10,17,47,26
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","18-04-2026 22:00:00",25.251013,86.989001,PM2.5,43,98,69
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","18-04-2026 22:00:00",25.251013,86.989001,PM10,48,110,75
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","18-04-2026 22:00:00",25.251013,86.989001,NO2,10,13,12
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","18-04-2026 22:00:00",25.265194,87.012947,SO2,52,72,59
India,Bihar,"Bihar Sharif","D M Colony, Bihar Sharif - BSPCB","18-04-2026 22:00:00",25.204762,85.514960,NH3,3,4,3
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","18-04-2026 22:00:00",14.675886,77.593027,OZONE,30,55,38
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","18-04-2026 22:00:00",13.204880,79.097889,NO2,12,37,21
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","18-04-2026 22:00:00",13.204880,79.097889,SO2,10,20,13
India,Andhra_Pradesh,Guntur,"Rajendra Nagar North, Guntur - APPCB","18-04-2026 22:00:00",16.316553,80.413302,OZONE,41,66,54
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","18-04-2026 22:00:00",14.465052,78.824187,SO2,7,18,14
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","18-04-2026 22:00:00",14.465052,78.824187,OZONE,12,46,24
India,Andhra_Pradesh,Machilipatnam,"Srinivas Nagar Colony, Machilipatnam - APPCB","18-04-2026 22:00:00",16.186555,81.13219,NH3,NA,NA,NA
India,Andhra_Pradesh,Machilipatnam,"Srinivas Nagar Colony, Machilipatnam - APPCB","18-04-2026 22:00:00",16.186555,81.13219,SO2,12,15,13
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB","18-04-2026 22:00:00",25.567520,83.966379,NO2,9,10,10
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB","18-04-2026 22:00:00",25.567520,83.966379,NH3,3,3,3
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB","18-04-2026 22:00:00",25.7808257,84.7446768,CO,8,21,17
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","18-04-2026 22:00:00",24.792403,84.992416,PM2.5,43,323,181
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","18-04-2026 22:00:00",24.792403,84.992416,OZONE,11,95,61
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","18-04-2026 22:00:00",24.762518,84.982348,PM10,60,95,72
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB","18-04-2026 22:00:00",25.697189,85.245900,PM2.5,75,145,106
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB","18-04-2026 22:00:00",25.697189,85.245900,OZONE,12,178,152
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","18-04-2026 22:00:00",25.560083,87.553265,CO,50,103,96
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","18-04-2026 22:00:00",25.560083,87.553265,OZONE,5,48,14
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","18-04-2026 22:00:00",27.308328,84.531742,PM2.5,7,500,251
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","18-04-2026 22:00:00",27.308328,84.531742,NO2,1,134,15
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","18-04-2026 22:00:00",27.308328,84.531742,CO,31,33,32
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","18-04-2026 22:00:00",27.308328,84.531742,OZONE,8,11,10
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB","18-04-2026 22:00:00",26.63086,84.90051,OZONE,3,6,5
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","18-04-2026 22:00:00",26.11442,85.39813,NO2,19,37,29
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","18-04-2026 22:00:00",26.11442,85.39813,OZONE,23,78,61
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","18-04-2026 22:00:00",26.1403345,85.3650192,PM10,54,76,63
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","18-04-2026 22:00:00",26.1403345,85.3650192,SO2,6,27,15
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB","18-04-2026 22:00:00",26.1209,85.3647,PM2.5,70,110,85
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB","18-04-2026 22:00:00",26.1209,85.3647,NO2,8,16,10
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB","18-04-2026 22:00:00",25.610369,85.132568,CO,30,34,33
India,Bihar,Patna,"Muradpur, Patna - BSPCB","18-04-2026 22:00:00",25.619651,85.147382,PM2.5,55,214,112
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","18-04-2026 22:00:00",16.509717,80.612222,OZONE,NA,NA,NA
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","18-04-2026 22:00:00",16.554731,80.649110,NH3,3,6,4
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","18-04-2026 22:00:00",16.554731,80.649110,SO2,9,18,12
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","18-04-2026 22:00:00",16.554731,80.649110,CO,21,47,32
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","18-04-2026 22:00:00",17.72,83.3,NO2,16,78,46
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","18-04-2026 22:00:00",17.72,83.3,CO,4,88,33
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB","18-04-2026 22:00:00",27.103358,93.679645,PM2.5,40,109,67
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","18-04-2026 22:00:00",26.071318,91.87488,PM10,65,189,97
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","18-04-2026 22:00:00",26.071318,91.87488,NO2,2,24,10
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","18-04-2026 22:00:00",26.071318,91.87488,CO,14,120,70
India,Assam,Guwahati,"IITG, Guwahati - PCBA","18-04-2026 22:00:00",26.2028636,91.70046436,PM10,66,137,92
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","18-04-2026 22:00:00",26.10887,91.589544,SO2,3,21,11
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","18-04-2026 22:00:00",26.349082,92.68449,PM2.5,33,86,58
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","18-04-2026 22:00:00",26.349082,92.68449,NH3,4,4,4
India,Andhra_Pradesh,Nellore,"Ambedkar Nagar, Nellore - APPCB ","18-04-2026 22:00:00","14.438164 ","79.966814 ",NH3,3,4,3
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB","18-04-2026 22:00:00",13.67,79.35,OZONE,12,70,60
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB","18-04-2026 22:00:00",13.615387,79.409230,CO,16,33,24
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","18-04-2026 22:00:00",16.536107,80.594233,PM10,43,101,55
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","18-04-2026 22:00:00",26.446912,91.439057,NH3,6,6,6
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","18-04-2026 22:00:00",25.5626095,84.663264,PM10,35,136,64
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","18-04-2026 22:00:00",25.5626095,84.663264,NH3,1,2,2
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","18-04-2026 22:00:00",16.5150833,80.5181667,NO2,13,24,17
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","18-04-2026 22:00:00",16.5150833,80.5181667,NH3,3,4,3
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB","18-04-2026 22:00:00",25.859655,85.77944,CO,9,12,9
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB","18-04-2026 22:00:00",24.952822,84.002396,PM2.5,NA,NA,NA
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB","18-04-2026 22:00:00",24.952822,84.002396,SO2,NA,NA,NA
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB","18-04-2026 22:00:00",24.952822,84.002396,OZONE,11,128,31
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","18-04-2026 22:00:00",26.2271665,84.3570427,PM10,51,119,78
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","18-04-2026 22:00:00",30.735567,76.775714,PM2.5,23,95,47
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","18-04-2026 22:00:00",30.735567,76.775714,OZONE,3,84,35
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC","18-04-2026 22:00:00",30.751462,76.762879,NH3,NA,NA,NA
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC","18-04-2026 22:00:00",30.751462,76.762879,SO2,NA,NA,NA
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC","18-04-2026 22:00:00",30.719859,76.738637,PM10,40,165,84
India,Bihar,Patna,"Muradpur, Patna - BSPCB","18-04-2026 22:00:00",25.619651,85.147382,NH3,4,5,4
India,Bihar,Patna,"Muradpur, Patna - BSPCB","18-04-2026 22:00:00",25.619651,85.147382,OZONE,3,6,5
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","18-04-2026 22:00:00",25.599486,85.113666,PM10,71,111,84
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","18-04-2026 22:00:00",25.599486,85.113666,NO2,29,33,31
India,Bihar,Patna,"Samanpura, Patna - BSPCB","18-04-2026 22:00:00",25.596727,85.085624,NO2,28,41,33
India,Bihar,Patna,"Samanpura, Patna - BSPCB","18-04-2026 22:00:00",25.596727,85.085624,OZONE,7,84,44
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB","18-04-2026 22:00:00",25.366336,87.117468,NH3,2,2,2
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB","18-04-2026 22:00:00",25.03280,85.41948,PM2.5,38,200,88
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB","18-04-2026 22:00:00",25.03280,85.41948,NO2,12,15,14
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB","18-04-2026 22:00:00",25.03280,85.41948,OZONE,24,30,26
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB","18-04-2026 22:00:00",21.219665,81.630094,NO2,5,60,30
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","18-04-2026 22:00:00",21.237755,81.705301,PM10,49,111,74
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","18-04-2026 22:00:00",21.371751,81.664929,PM2.5,NA,NA,NA
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","18-04-2026 22:00:00",21.371751,81.664929,PM10,NA,NA,NA
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","18-04-2026 22:00:00",21.371751,81.664929,NO2,NA,NA,NA
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","18-04-2026 22:00:00",21.371751,81.664929,CO,NA,NA,NA
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","18-04-2026 22:00:00",21.371751,81.664929,OZONE,NA,NA,NA
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","18-04-2026 22:00:00",22.06631475,83.33820077,PM2.5,47,95,64
India,Delhi,Delhi,"Alipur, Delhi - DPCC","18-04-2026 22:00:00",28.815329,77.153010,NO2,NA,NA,NA
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC","18-04-2026 22:00:00",30.719859,76.738637,NO2,16,162,78
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","18-04-2026 22:00:00",21.194815,81.314770,OZONE,5,46,30
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","18-04-2026 22:00:00",21.185571,81.343175,NO2,13,14,13
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC","18-04-2026 22:00:00",22.08815,82.13737,CO,7,170,156
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","18-04-2026 22:00:00",22.118125,83.140608,PM2.5,72,149,95
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","18-04-2026 22:00:00",22.118125,83.140608,PM10,79,178,105
India,Delhi,Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC","18-04-2026 22:00:00","28.493624 ","77.201159 ",PM2.5,6,321,115
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","18-04-2026 22:00:00",28.6811736,77.3025234,NO2,33,95,60
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","18-04-2026 22:00:00",28.6811736,77.3025234,OZONE,13,43,25
India,Delhi,Delhi,"ITO, Delhi - CPCB","18-04-2026 22:00:00",28.628624,77.241060,NO2,22,91,51
India,Delhi,Delhi,"ITO, Delhi - CPCB","18-04-2026 22:00:00",28.628624,77.241060,CO,24,138,72
India,Delhi,Delhi,"JNU, Delhi - DPCC","18-04-2026 22:00:00","28.540721 ","77.168544 ",NH3,2,22,6
India,Delhi,Delhi,"JNU, Delhi - DPCC","18-04-2026 22:00:00","28.540721 ","77.168544 ",SO2,16,22,18
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","18-04-2026 22:00:00",28.647622,77.3158090,NO2,65,132,87
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","18-04-2026 22:00:00",28.647622,77.3158090,CO,17,82,51
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD","18-04-2026 22:00:00",28.4706914,77.1099364,PM2.5,3,158,60
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD","18-04-2026 22:00:00",28.4706914,77.1099364,OZONE,5,124,60
India,Delhi,Delhi,"Bawana, Delhi - DPCC","18-04-2026 22:00:00",28.776200,77.051074,OZONE,4,60,33
India,Delhi,Delhi,"Cantonment Area, Delhi - DPCC ","18-04-2026 22:00:00","28.594169 ","77.125100 ",PM2.5,7,62,31
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","18-04-2026 22:00:00",28.498571,77.264840,NO2,10,110,46
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","18-04-2026 22:00:00",28.498571,77.264840,NH3,8,10,9
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","18-04-2026 22:00:00",28.498571,77.264840,OZONE,4,113,53
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","18-04-2026 22:00:00",28.5710274,77.0719006,PM2.5,18,355,172
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","18-04-2026 22:00:00",28.5710274,77.0719006,NO2,NA,NA,NA
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM","18-04-2026 22:00:00",28.656756,77.227234,PM2.5,60,109,84
India,Delhi,Delhi,"Commonwealth Sports Complex, Delhi - DPCC","18-04-2026 22:00:00","28.615828 ","77.271992 ",OZONE,1,300,95
India,Delhi,Delhi,"DTU, Delhi - CPCB","18-04-2026 22:00:00",28.7500499,77.1112615,NO2,34,36,35
India,Delhi,Delhi,"DTU, Delhi - CPCB","18-04-2026 22:00:00",28.7500499,77.1112615,NH3,14,15,15
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB","18-04-2026 22:00:00",22.126650,83.483212,SO2,2,18,11
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB","18-04-2026 22:00:00",22.126650,83.483212,OZONE,2,24,18
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","18-04-2026 22:00:00",28.732820,77.170633,PM10,51,451,198
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","18-04-2026 22:00:00",28.732820,77.170633,SO2,44,90,58
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","18-04-2026 22:00:00",28.732820,77.170633,CO,2,145,72
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","18-04-2026 22:00:00",28.611281,77.237738,PM2.5,2,311,84
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","18-04-2026 22:00:00",28.611281,77.237738,PM10,35,200,117
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","18-04-2026 22:00:00",28.611281,77.237738,SO2,7,25,12
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","18-04-2026 22:00:00",28.611281,77.237738,CO,24,128,77
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","18-04-2026 22:00:00",28.636429,77.201067,PM2.5,73,305,144
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","18-04-2026 22:00:00",28.636429,77.201067,NO2,1,95,27
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","18-04-2026 22:00:00",28.636429,77.201067,SO2,3,57,35
India,Delhi,Delhi,"Mundka, Delhi - DPCC","18-04-2026 22:00:00",28.684678,77.076574,NO2,24,89,51
India,Delhi,Delhi,"Mundka, Delhi - DPCC","18-04-2026 22:00:00",28.684678,77.076574,NH3,5,20,10
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","18-04-2026 22:00:00",28.672342,77.315260,CO,14,153,153
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","18-04-2026 22:00:00",28.699793,77.165453,NH3,8,16,12
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","18-04-2026 22:00:00",28.699793,77.165453,OZONE,4,79,32
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","18-04-2026 22:00:00",23.107969,72.574648,NH3,1,9,7
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","18-04-2026 22:00:00",23.107969,72.574648,CO,10,110,43
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","18-04-2026 22:00:00",22.977134,72.553024,PM10,81,441,166
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","18-04-2026 22:00:00",22.977134,72.553024,NH3,4,60,17
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB","18-04-2026 22:00:00",23.002657,72.591912,SO2,47,103,77
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM","18-04-2026 22:00:00",23.020509,72.579261,PM10,81,261,135
India,Delhi,Delhi,"New Moti Bagh, Delhi - MHUA","18-04-2026 22:00:00",28.57834,77.18400,PM2.5,47,500,170
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD","18-04-2026 22:00:00",28.6573814,77.1585447,CO,26,142,69
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","18-04-2026 22:00:00",28.530785,77.271255,PM2.5,20,327,111
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","18-04-2026 22:00:00",28.530785,77.271255,OZONE,3,72,32
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","18-04-2026 22:00:00",28.623763,77.287209,CO,29,176,166
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","18-04-2026 22:00:00",28.674045,77.131023,NH3,4,11,6
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","18-04-2026 22:00:00",28.674045,77.131023,CO,44,115,66
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","18-04-2026 22:00:00",28.674045,77.131023,OZONE,5,60,34
India,Gujarat,Bhavnagar,"Vidhyanagar, Bhavnagar - Nexteng Enviro","18-04-2026 22:00:00",21.755417,72.139056,PM10,75,141,112
India,Gujarat,Bhavnagar,"Vidhyanagar, Bhavnagar - Nexteng Enviro","18-04-2026 22:00:00",21.755417,72.139056,NO2,58,79,66
India,Gujarat,Bhavnagar,"Vidhyanagar, Bhavnagar - Nexteng Enviro","18-04-2026 22:00:00",21.755417,72.139056,CO,107,110,108
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","18-04-2026 22:00:00",23.243639,72.68994,PM2.5,22,132,64
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","18-04-2026 22:00:00",23.221714,72.654328,PM2.5,33,154,77
India,Gujarat,Mehsana,"Sadanand Nagar, Mehsana - Nexteng Enviro","18-04-2026 22:00:00",23.593150,72.372792,PM2.5,6,123,60
India,Gujarat,Mehsana,"Sadanand Nagar, Mehsana - Nexteng Enviro","18-04-2026 22:00:00",23.593150,72.372792,NH3,2,3,3
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","18-04-2026 22:00:00",28.710508,77.249485,PM10,25,165,85
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","18-04-2026 22:00:00",28.710508,77.249485,NO2,14,62,32
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","18-04-2026 22:00:00",28.710508,77.249485,NH3,9,14,11
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","18-04-2026 22:00:00",28.531346,77.190156,NH3,7,11,9
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","18-04-2026 22:00:00",28.531346,77.190156,CO,6,79,35
India,Delhi,Delhi,"Talkatora Garden, Delhi - DPCC","18-04-2026 22:00:00",28.621810,77.1944633,PM10,14,152,96
India,Delhi,Delhi,"Talkatora Garden, Delhi - DPCC","18-04-2026 22:00:00",28.621810,77.1944633,SO2,16,33,24
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","18-04-2026 22:00:00",28.570173,76.933762,PM10,27,219,103
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","18-04-2026 22:00:00",28.570173,76.933762,SO2,6,79,18
India,Delhi,Delhi,"Narela, Delhi - DPCC","18-04-2026 22:00:00",28.822836,77.101981,SO2,5,85,25
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","18-04-2026 22:00:00",28.567890,77.250515,OZONE,2,70,36
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","18-04-2026 22:00:00",23.016834,72.625775,NO2,2,11,6
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","18-04-2026 22:00:00",23.041137,72.456691,SO2,5,11,8
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","18-04-2026 22:00:00",21.613267,73.010555,OZONE,9,37,19
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","18-04-2026 22:00:00",28.563262,77.186937,PM2.5,13,362,147
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","18-04-2026 22:00:00",28.6514781,77.1473105,OZONE,7,50,23
India,Haryana,"Yamuna Nagar","Gobind Pura, Yamuna Nagar - HSPCB","18-04-2026 22:00:00",30.1480566,77.2893471,PM2.5,NA,NA,NA
India,Haryana,"Yamuna Nagar","Gobind Pura, Yamuna Nagar - HSPCB","18-04-2026 22:00:00",30.1480566,77.2893471,NO2,NA,NA,NA
India,Haryana,"Yamuna Nagar","Gobind Pura, Yamuna Nagar - HSPCB","18-04-2026 22:00:00",30.1480566,77.2893471,CO,NA,NA,NA
India,Haryana,"Yamuna Nagar","Gobind Pura, Yamuna Nagar - HSPCB","18-04-2026 22:00:00",30.1480566,77.2893471,OZONE,8,32,14
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","18-04-2026 22:00:00",30.943887,76.801991,PM2.5,20,308,94
India,Jammu_and_Kashmir,Pampore,"Khrew, Pampore - JKPCC","18-04-2026 22:00:00",34.031606,75.009712,SO2,NA,NA,NA
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB","18-04-2026 22:00:00",23.80569,86.44268,PM10,NA,NA,NA
India,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB","18-04-2026 22:00:00",23.707909,86.414670,PM2.5,40,94,53
India,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB","18-04-2026 22:00:00",23.707909,86.414670,SO2,NA,NA,NA
India,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB","18-04-2026 22:00:00",23.707909,86.414670,OZONE,NA,NA,NA
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB","18-04-2026 22:00:00",16.172806,75.659694,OZONE,12,12,12
India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB","18-04-2026 22:00:00",15.888653,74.541751,NO2,14,110,52
India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB","18-04-2026 22:00:00",15.888653,74.541751,SO2,37,63,48
India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB","18-04-2026 22:00:00",15.888653,74.541751,OZONE,18,20,19
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB","18-04-2026 22:00:00",12.9135218,77.5950804,PM10,88,95,90
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB","18-04-2026 22:00:00",12.9135218,77.5950804,NH3,NA,NA,NA
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB","18-04-2026 22:00:00",12.951913,77.539784,SO2,13,39,23
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB","18-04-2026 22:00:00",22.969611,72.643500,SO2,42,62,51
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB","18-04-2026 22:00:00",22.969611,72.643500,CO,8,102,36
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB","18-04-2026 22:00:00",30.379589,76.778328,OZONE,14,23,20
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB","18-04-2026 22:00:00",28.6701,76.9254,PM10,101,129,116
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB","18-04-2026 22:00:00",28.3419248,77.319699,SO2,3,6,4
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB","18-04-2026 22:00:00",28.806223,76.141105,PM2.5,28,42,32
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB","18-04-2026 22:00:00",28.806223,76.141105,PM10,24,36,27
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB","18-04-2026 22:00:00",28.806223,76.141105,NH3,6,12,10
